id,text,Joy,Fear,Anger,Sadness,Surprise
eng_train_track1_566,"Eventually the fridge was back in place and I had even managed to score a minor victory against my fear of fire extinguishers as I successfully moved it across the room ( the fear comes from one fell on my foot, long story! )",0,1,0,0,0
eng_train_track1_567,Maybe they saw the look of ecstasy on my face as I sped up and slowed down with twiddling precision.,1,0,0,0,0
eng_train_track1_568,The children felt like they were being told telepathically that there was great danger ahead.,0,1,0,0,1
eng_train_track1_569,The police were trying to calm him down.,0,1,0,0,0
eng_train_track1_570,"That evening, they put me down to sleep in the cot, and went about their evening routine.",0,0,0,0,0
eng_train_track1_571,Idk what to believe..,0,1,0,1,1
eng_train_track1_572,The grip on my wrist tightened and my arm throbbed from the pressure.,0,1,1,0,0
eng_train_track1_573,"Nothing like the city to remind you that you are among humans and animals.ProActive Acne Shit Review: So, after only a week of using ProActive, I started to notice the difference in my skin.",1,0,0,0,0
eng_train_track1_574,"It could have been slaughter, but he turned his wheel.",0,1,0,0,1
eng_train_track1_575,"Well, Sebastian was getting off the highway to complete this years journey.",0,0,0,0,1
eng_train_track1_576,"One day, I ask Jane for her cell number.",1,1,0,0,0
eng_train_track1_577,"I can only knit for so long till my hands start to hurt, and I haven't been in a video gaming mood lately, so I needed something.",0,0,0,0,0
eng_train_track1_578,"On the second block, it hit me.",0,1,0,0,1
eng_train_track1_579,"But not very close, It's always been a good bit away.",0,0,0,0,0
eng_train_track1_580,"I've spent tons of time in the desert, in the forest, camping, hiking.",1,0,0,0,0
eng_train_track1_581,The reason is because you don't have control of your lungs yet (your body is on sleep-mode autopilot) so this paralysis is incorporated into the hallucination.,0,1,0,0,1
eng_train_track1_582,"We all decided to calm down, we thought that it was probably something when your phone activates something, thats all.",0,1,0,0,1
eng_train_track1_583,My brother noticed my face was really red.,0,0,0,0,0
eng_train_track1_584,"In my brain, I knew it's nothing serious, but my eyes darted away while my hands looked for something to occupy automatically.",0,1,0,0,0
eng_train_track1_585,What was the aftermath?,0,1,0,0,1
eng_train_track1_586,"When I pulled her back in, her hand went to the perfect spot on my chest.",1,0,0,0,0
eng_train_track1_587,"I stood there at the front door with the key in my hand and every time I tried to unlock it, I started shaking so much that I couldn't get the key in the lock!",0,1,0,0,0
eng_train_track1_588,"One guy threatened to talk to his uncle, a judge, to see if anything could be done to incarcerate me, but I just thought that was embarrassing, especially as I've been through the police stuff and there's nothing they want to do.",0,1,1,0,0
eng_train_track1_589,"There was the tiniest pause in my head for a moment, as I looked round at her.",0,1,0,0,0
eng_train_track1_590,"And my mind drifts away, I close my eyes, it's like I'm almost there.",1,0,0,0,0
eng_train_track1_591,"bummed Well, I have survived the colonoscopy and the scope down my throat.",0,1,0,1,0
eng_train_track1_592,Please excuse the spelling:~),1,0,0,0,0
eng_train_track1_593,between my legs.,0,0,0,0,0
eng_train_track1_594,"It is a relief to be able to write about the things that go on in my head, as well as the things that go on in my life on a daily basis.",1,0,0,0,0
eng_train_track1_595,I have so much stuff in my head right now.,0,1,0,1,0
eng_train_track1_596,I have never been so scared.,0,1,0,0,0
eng_train_track1_597,I get extreme anxiety from this.,0,1,0,0,0
eng_train_track1_598,My friend said to get to work on my tooth since I was sitting there ready to go.,0,0,0,0,0
eng_train_track1_599,Today I must do the dreaded studying: ( Blarg.I did a bit last night ( some review ) and it is amazing how quickly this shit leaves my brain after taking 1.5 days off from it.,0,1,1,1,0
eng_train_track1_600,"I pull the trigger, feel the recoil in my hand along with the professionally, almost muted sound and watch him shudder and then go limp against me.",0,1,1,1,0
eng_train_track1_601,"Something bad, I mean.",0,1,0,1,0
eng_train_track1_602,"But thank you for your offer A sudden tugging at his side made him spin, having to fight the instinct to let his hand fly out.",0,1,1,0,1
eng_train_track1_603,"I started out the run, and before too long something caught my eye in the snow.",0,0,0,0,1
eng_train_track1_604,I roomed on my own for the rest of the term.,0,0,0,1,0
eng_train_track1_605,and then i accidently dropped the tag because my hand was shaking so much.,0,1,0,0,0
eng_train_track1_606,"Once we got them all back into the room, one little girl ( the youngest of this group ) roughly pushed a little boy who was standing near me ( I was sitting with my legs blocking the doorway ) into the door jamb in her attempt to get out.",0,1,0,0,1
eng_train_track1_607,"I remember that the phrase ""blood turning to ice"" makes sense now.",0,1,0,0,1
eng_train_track1_608,"Originally Posted September 18th, 2007 I walked down the driveway, pushing back the stinging pain that kept trying to force a few tears out of my eyes.",0,1,0,1,0
eng_train_track1_609,The couple broke up a few months after we moved in and the tension was insane.,0,1,1,1,1
eng_train_track1_610,my legs were sore from yesterdays squats.,0,0,0,1,0
eng_train_track1_611,"The lady with the suction thing kept getting it stuck on my tongue so it made this weird duck noise, which made me giggle nervously and delay the entire procedure.",1,1,0,0,1
eng_train_track1_612,"Un-luckily, I missed two days of work last week; the day the nurse told me to go home, and Thursday, because my throat was so sore waking up that I couldn't talk.",0,1,0,1,0
eng_train_track1_613,"Probably just going to be buried, but at least I can tell this story somewhere.",0,0,0,1,0
eng_train_track1_614,"`` Mr. Jackson just called me, and he told me to call you, and told me to ask you so he didn't have to call you, and that's why I 'M calling you for him -- '' I broke out giggling and rushed to cover my mouth, stealing an embarrassed glance at all the nurses watching me in complete awe.",1,0,0,0,1
eng_train_track1_615,He immeditely broke down in tears from it.,0,0,0,1,0
eng_train_track1_616,"There was a known, violent mentally-ill person named ""Chop"" in a neighborhood I worked in.",0,1,0,0,1
eng_train_track1_617,"It was SUPER foggy, I swear I started to feel droplets on my shoulders from the fog as I was waiting to cross the street.",0,0,0,0,0
eng_train_track1_618,"I first had weakness in my left hand and gradually lost the use of my hands, arms and legs.",0,1,0,1,0
eng_train_track1_619,"Can't beat OP, but my life is the epitome of awkward.",1,1,0,1,0
eng_train_track1_620,"the winner was announced & i slunk outta there briskly striding the two-point-five blocks home, inhaled vapour medication which is also miraculous, and brushed my teeth.",0,1,0,0,1
eng_train_track1_621,"Warm, salty tears slowly rolled down my face and made my goggles wet.",0,0,0,1,0
eng_train_track1_622,"She said she agree with me but didn't know how to leave... To that, I shrugged my shoulders, shit I know how, pack your shit and leave... I mean, you know?",0,0,1,0,0
eng_train_track1_623,My throat goes dry and my cough sounds not even human at some points.,0,1,0,0,0
eng_train_track1_624,"To this day, my father is still blessing the fact that we never woke up during the night with all the noise.",1,0,0,0,0
eng_train_track1_625,Key then hit me on the side of my head.,0,1,1,0,1
eng_train_track1_626,It felt as if this powerful force just knocked the wind out of me.,0,1,0,1,1
eng_train_track1_627,I was turning roasting vegetables that were too close to the hot ring at the oven top and fried my knuckle in the process.,0,1,1,0,0
eng_train_track1_628,"In the late afternoon I am lying in the sun, my music plugged firmly into my ears, dancing.",1,0,0,0,0
eng_train_track1_629,I just broke up with a girl I had been dating for a pretty long while.,0,1,0,1,0
eng_train_track1_630,Prior to the opening of the hunting season in the autumn (when the whole hunting collective/club goes to hunt together) we go hunting alone.,0,1,0,0,0
eng_train_track1_631,Least odd bit of these three stories:,0,0,0,0,1
eng_train_track1_632,"I wrote down this bit about one of my earliest school memories as part of a writing exercise about memory as a tool, and I've been dying to share it as I think it's quite funny.",1,0,0,0,0
eng_train_track1_633,"So, in order to impress her I put on a brave face and shook my head with a scoff.",0,0,0,0,0
eng_train_track1_634,"The Air Canada lady patted my hand and called me `` dear '', too.",1,0,0,0,0
eng_train_track1_635,What happened to my heart when it broke into pieces?,0,0,0,1,0
eng_train_track1_636,"We didn't know what to do: the harder we pulled, the harder the trap stuck to my fingers.",0,1,0,0,0
eng_train_track1_637,skudai * < 3 > i can closed my heart and my mind.,0,0,0,0,0
eng_train_track1_638,He senses my fear he feels some power he brings up his had I cry and I cower He's out of control I let out a screech he strikes again like lightening tears stream down my cheek there's a flash in his eyes what I beg him to quit bruised swollen cheeks a fracture in my hip.,0,1,1,1,0
eng_train_track1_639,They check out the whole house and say it's clear to go back inside.,1,1,0,0,0
eng_train_track1_640,I heard footsteps going down to the basement.,0,1,0,0,1
eng_train_track1_641,"At about 4 i was running with a pole with one end in my mouth, i tripped and it went straight through the top of my mouth.",0,1,0,0,1
eng_train_track1_642,"As usual, I was attempting to jump off as far as I could go.",1,1,0,0,0
eng_train_track1_643,"But, it fits my head.",1,0,0,0,0
eng_train_track1_644,A clip board was forced into my hands as I stood lost in a dark abyss unaware of the reality going on around me.,0,1,0,1,1
eng_train_track1_645,I have to admit that when I started reading Terri's raves for the electrolyte supplement called Endurolytes on her Middle of the Pack Girl blog I sorta rolled my eyes.,0,0,1,0,0
eng_train_track1_646,"After I rationalized a bit, I calmed down.",1,1,0,0,0
eng_train_track1_647,"I didn't realize how sore I was from the whole thing until later, and the not being able to turn my head thing didn't start until yesterday.",0,1,0,0,0
eng_train_track1_648,I don't know... messages.,0,1,0,0,0
eng_train_track1_649,I tried to do some heavy OHS with my back saying `` no '' to that.,0,1,0,0,0
eng_train_track1_650,All of it on top of my head.,0,1,0,0,0
eng_train_track1_651,"My head throbbed with every word that was spoken and while I had ignored it, it was getting to be too much.",0,1,0,1,0
eng_train_track1_652,They were extremely close.,1,0,0,0,0
eng_train_track1_653,My stomach must be returning to normal size after months of unnecessary stretching.,0,0,0,0,0
eng_train_track1_654,They also had to flush out my eyes ( which i had had closed the ENTIRE time ) cause they had glass in them.,0,1,0,1,0
eng_train_track1_655,I was going up to see my Avs play the Red Wings.,1,0,0,0,0
eng_train_track1_656,He ended up skidding down the bark and scraping raw the insides of his thighs.,0,1,0,1,1
eng_train_track1_657,"Its most famous picture is Picasso's Guernica, inspired by the civil war Spain was enduring.It has a selection of amazing Surrealist works by Dali and a number by Joan Miro, some of which were laughably simplistic to my eyes and a selection of art from the 1940s to present in its permanent collection.For its temporary exhibitions it had one on digital art and new media.My favourite works were the series of ` mirrors ' by Daniel Rozin from Israel.",1,0,0,0,0
eng_train_track1_658,I thought maybe the warmth of my skin could coax the color back into existence.,0,0,0,0,0
eng_train_track1_659,"i crouched and put my arm on my knee, acting like a pro, like i was amazing.",1,0,0,0,0
eng_train_track1_660,"You name it, I did it.",1,0,0,0,0
eng_train_track1_661,"I never said anything because it wasn't scary, just weird.",0,1,0,0,1
eng_train_track1_662,"I was doing well emotionally last night and was feeling okay about not having Baby in my arms yet, but this morning has been a lot harder.",0,0,0,1,0
eng_train_track1_663,I just wanted him to feel how crappy it was to be robbed.,0,1,1,0,0
eng_train_track1_664,"You guys were asking me, why am i so quiet and you guys are not use to me shutting my mouth.",0,0,0,0,0
eng_train_track1_665,"And without even stopping to think about it, I tuck one of those boxes under my arm and go back to the living room.",1,0,0,0,0
eng_train_track1_666,My eyes had been closed and as I had opened them everything seemed to metirialize infront of me like a liquid curtain dropping infront of me.,1,1,0,0,1
eng_train_track1_667,"In my head I just said, ""this is going to end badly.",0,1,0,1,0
eng_train_track1_668,I almost envy them; being an actual teenager in this era means that I have a world-weary ennui on my shoulders.,0,0,0,1,0
eng_train_track1_669,"""a woman is going to get an abortion.",0,1,0,1,1
eng_train_track1_670,"Well, my birthday is in January.",0,0,0,0,0
eng_train_track1_671,"I saw that, too.",0,0,0,0,1
eng_train_track1_672,Then buy a farm.,1,0,0,0,0
eng_train_track1_673,"The first one was far enough ahead that it didn't startle me so much.Anyway, for the gruesomely curious, here are some pics of my injuries: My elbow got the worst of it.",0,1,1,1,0
eng_train_track1_674,"I spent the night in my room, then went to bed.",0,0,0,0,0
eng_train_track1_675,"The whole class turned to look at me and i felt my cheeks flame up a wonderul crimson colour as I tried to bury my head back into my book, i wanted to look back up take one more glimpse at her but I daren't.",0,1,0,1,0
eng_train_track1_676,My head pounded and my lips were chalky; that was a good sign.,0,1,0,0,0
eng_train_track1_677,"I sat up, turned, and saw two glowing green eyes.",0,1,0,0,1
eng_train_track1_678,I stop and wait.,0,1,0,0,0
eng_train_track1_679,I'm keeping my fingers and toes crossed for both of them.,1,1,0,0,0
eng_train_track1_680,"It wasn't easy, I told myself; I was running short of breaths and I believed my face was red and then pale ( or was it the other way round? )",0,1,0,1,0
eng_train_track1_681,"Signet Ring No. 1: I was about 13-14, stupidly shaking my hand, and it flew off, into the gutter outside Forsbergs ' house on Glover Rd..",0,1,0,1,1
eng_train_track1_682,Her mother is bouncing up and down with excitement.,1,0,0,0,0
eng_train_track1_683,"I became fixated and fascinated with abduction stories, with The X-Files, etc., for years.",1,1,0,0,0
eng_train_track1_684,I'd trust the terrorist with my life.,0,1,0,0,1
eng_train_track1_685,When I was just under 2 years old we started renting a crappy tiny little house out in the boonies.,0,0,0,1,0
eng_train_track1_686,I will never forget that night.,0,1,0,1,1
eng_train_track1_687,"The priest must have taken pity on me because of the rain, because my hands were otherwise engaged, and apparently because he thought I looked smokin ' hot.",1,0,0,0,0
eng_train_track1_688,"(Also, excuse my writing, it's late)",0,0,0,0,0
eng_train_track1_689,Fast forward a year to beginning of hs this year .,0,0,0,0,1
eng_train_track1_690,My muscles all relax With the feeling of an empty hand and no pedals beneath my feet.,1,0,0,0,0
eng_train_track1_691,A nice way to get some items off my chest.,1,0,0,0,0
eng_train_track1_692,3rd I really don't know... Any of the main characters really..,0,1,0,0,0
eng_train_track1_693,"I rolled my eyes while following behind Kathy.Then the voice from behind me sternly said, `` Are you talking to me?!!!",0,0,0,0,0
eng_train_track1_694,Immediately I regretted leaving behind my sunglasses as my eyes switched to squint mode to protect themselves.,0,1,0,0,0
eng_train_track1_695,I had never been so scared.,0,1,0,0,0
eng_train_track1_696,`` My God $ '' `` What's wrong with my arm? '',0,1,0,0,1
eng_train_track1_697,"The promptly beat me.In my defense, I was only armed with the evil camera, my mouth and some water balloons.",0,1,0,0,0
eng_train_track1_698,I looked down only to see a flashing red light buried in the dirt under my feet.,0,1,0,0,1
eng_train_track1_699,"I'm sure the squats, situps, back extensions, and other weights strained my back a bit, but I felt fine.",0,0,0,0,0
eng_train_track1_700,My feet still get rubbed at the end of the day and when we go out to eat its still my choice.,1,0,0,0,0
eng_train_track1_701,My back is jacked up again.,0,1,1,1,0
eng_train_track1_702,"I swallowed a piece of meat, it sort of suctioned to the back of my throat.",0,1,0,0,0
eng_train_track1_703,"Then I decided to try and get up to go to the restroom, but I couldn't move!",0,1,0,0,1
eng_train_track1_704,"However, I always felt guilty regarding the abortion.",0,1,0,1,0
eng_train_track1_705,"Today, I ventured to swim class where Reese spent the entire 10 ( to maybe 12 ) minutes we were in the pool softly crying, almost whimpering and licking my shoulder.",0,1,0,1,0
eng_train_track1_706,After about 30 seconds something in my brain clicked and seemed to indicate to me that my front door does not in fact open by pushing the button repeatedly on my car's key less entry thingie.,1,0,0,0,1
eng_train_track1_707,"I leaned my ear close and it stopped, but only for a few seconds... under the sink?",0,1,0,0,0
eng_train_track1_708,"The room smells like a rotting corpse, so it's nasty.",0,1,1,1,0
eng_train_track1_709,It smells divine-citrus and sandalwood-and helps me fool myself into thinking that my hands aren't aging badly.,1,0,0,1,0
eng_train_track1_710,The sun hung high in the deep blue sky as a slight ocean breeze ticked my face.,1,0,0,0,0
eng_train_track1_711,"Something went horribly wrong at the first one and I found my head empty, my thoughts run away.",0,1,0,1,0
eng_train_track1_712,"Recollecting all the things, happy or unhappy, in Australia I have gone through, word bitter pops up in my head.",0,0,0,1,0
eng_train_track1_713,Our classmate Mark had passed away late last night in his sleep.,0,1,0,1,1
eng_train_track1_714,"Me nude on facebook, already two comments.",0,1,0,0,1
eng_train_track1_715,Kick my heels up and shout.,1,0,0,0,0
eng_train_track1_716,"It was a call from the company whose offer i had accepted, saying that on the medical check up ( i signed the contract before i went on med.check ); my lungs doesn't seem well.",0,1,0,1,0
eng_train_track1_717,"I reluctantly take my head off the death machine and turn around to find none other then Jill Nevins sitting some 10 yards behind me, enjoying lunch on the other side of the fence.",0,1,0,0,1
eng_train_track1_718,but bigger and about six foot of the floor.,0,1,0,0,1
eng_train_track1_719,"Shivering caused me to tense up, which caused my hips to keep cramping in charlie horse fashion.",0,1,0,1,0
eng_train_track1_720,"I fumbled my way toward the light, and my fingers closed around the doorknob.",0,1,0,0,0
eng_train_track1_721,"In the single worst moment of 21.5 years, six martinis errupted from my mouth.",0,1,0,1,0
eng_train_track1_722,This is my creepiest real story.,0,1,0,0,1
eng_train_track1_723,"xD As of now, I'm getting tired all the time and my belly is getting firm already.",1,1,0,1,0
eng_train_track1_724,The light would come all the way up to your vehicle and then it would seem to vanish only to be on the other side of you heading the other way.,0,1,0,0,1
eng_train_track1_725,I thought it must have been a good time to have a nap so I fell asleep.,1,0,0,0,0
eng_train_track1_726,"To this day, I can't go to the doctor without maniacally spelling `` vaccinations '' in my head, just to make sure I remember how.",0,1,0,0,0
eng_train_track1_727,She was unhappily employed stripping at the time.,0,1,1,1,0
eng_train_track1_728,I remembered back to last week when my neck was really hurting.,0,1,0,1,0
eng_train_track1_729,"Her hair was greasy, stringy, and falling out.",0,1,0,1,0
eng_train_track1_730,Which means I keep thinking about filing down or knocking off part of my tooth.,0,1,0,0,0
eng_train_track1_731,Youre not mad are you?,0,1,0,0,0
eng_train_track1_732,took the skin off my knuckles an my hand bleeding like hell but i felt kinda better.,0,1,0,1,0
eng_train_track1_733,"Most mornings, I was hardly able to move my neck at all until after I'd spent a good 15 minutes letting really hot water pound down on it in the shower.",0,1,0,0,0
eng_train_track1_734,"As my friend Steve called for better directions and as he was getting them, I fell again thinking I could break and quickly put my foot on the curb.",0,1,0,1,0
eng_train_track1_735,"I adjusted to the noise inside my head, and in turn, my inner need to analyze and obsess died out.",1,1,0,0,0
eng_train_track1_736,I look down to check out the pool below and I see a small white sphere floating slowly along.,0,1,0,0,1
eng_train_track1_737,"Not too scary, right?",1,1,0,0,1
eng_train_track1_738,I shook my head.,0,0,0,0,0
eng_train_track1_739,"My hands, my lips, my touch These and are few to what it takes To build something no one can imagine.",1,0,0,0,0
eng_train_track1_740,Deer getting hit by snow plows (very messy).,0,1,0,1,1
eng_train_track1_741,I shoved him once pretty hard and put my fists up for a brawl.,0,1,1,0,0
eng_train_track1_742,"I was just determined to do it, got my head down and went ahead with it.",1,0,0,0,0
eng_train_track1_743,I felt like Batman that day.,1,0,0,0,0
eng_train_track1_744,"I think, however, it sucked some of my brain cells out of my head.",0,1,0,0,0
eng_train_track1_745,My ankle somehow blew up again ( I had a severe sprain in December as in my ankle literally did a 180 and somehow didn't break.,0,1,0,1,0
eng_train_track1_746,"I had been flung on top of the bike, and the handle bar was on my stomach.",0,1,0,1,0
eng_train_track1_747,My heart melted.,1,0,0,0,0
eng_train_track1_748,There was a swath of terrain in between two apple trees that had been tamped down.,0,1,0,0,1
eng_train_track1_749,Nothing behind me either.,0,1,0,0,1
eng_train_track1_750,I just didn't have it in my legs to keep up with that through the hills and fell back.,0,1,0,1,0
eng_train_track1_751,i run the rough side of my hand down my stomach the way that you did.,1,0,0,0,0
eng_train_track1_752,I could see them all.,1,0,0,0,1
eng_train_track1_753,"I fell to my knees, my body shaking with the sorrow I held in me since I woke up.",0,0,0,1,0
eng_train_track1_754,So the police looked for footprints first.,0,1,0,0,0
eng_train_track1_755,I have a cold that has decided to settle in my throat.,0,1,0,0,0
eng_train_track1_756,"My throat felt like I was choking down hot, spiked coals.",0,1,0,1,0
eng_train_track1_757,I pull my arm away and purchase a ticket for a mystery movie and enter through the back entrance only to realize that the whole theater was crowded.,0,1,0,0,1
eng_train_track1_758,"See, I saw the movie trailer first, and it looked interesting, ( and, yes, I do have a bit of a crush on Pattinson ) and in my head I made up my own story.",1,0,0,0,0
eng_train_track1_759,"We didn't swing, we just rested and enjoyed the weather.",1,0,0,0,0
eng_train_track1_760,"My throat is now only a dull ache ( as one nurse said, strep throat is the throat you don't forget, boy was she right! )",0,1,0,1,0
eng_train_track1_761,I've been having kind of a really rough week and I'm so glad that some of my pals have my back.,1,0,0,1,0
eng_train_track1_762,He didn't swerve.,0,1,0,0,0
eng_train_track1_763,"I'm still feeling woozy, it's hard to type because my muscles are not cooperating with me.",0,1,0,0,0
eng_train_track1_764,It was decent music but felt so much like just someone hit play on a playlist with commercials and walked away.,0,0,0,0,0
eng_train_track1_765,"She was Brazilian, or Chinese, or something weird.",0,1,0,0,1
eng_train_track1_766,"And through all this, she smiled and was positive and still views it as a perfect day.",1,0,0,0,0
eng_train_track1_767,"So, I was ten years old at the time.",0,0,0,0,0
eng_train_track1_768,Ill pay you back!,1,0,0,0,0
eng_train_track1_769,"I walked up the aisle to the casket, with painful anticipation welling inside my chest, and then I looked.",0,1,0,1,0
eng_train_track1_770,So now my knee is hyperextended and it hurts like a bitch.,0,1,1,1,0
eng_train_track1_771,All at once we play.,1,0,0,0,0
eng_train_track1_772,"Ah, to close my eyes and let time fly by, Because there's so much to gain By forgetting these dreams driving me insane.",0,1,0,1,0
eng_train_track1_773,Not a single soul.,0,1,0,1,1
eng_train_track1_774,I got some ace presents including skins boxset and the prettiest dress from andy and gemma got me a brilliant veggie recipe book that I've had my head stuck in ever since.2.,1,0,0,0,0
eng_train_track1_775,"Probably going to get buried, spooky as hell, and very real.",0,1,0,0,1
eng_train_track1_776,"It took a while, my elbows were stiff, like no matter wich way i layed down my arms were killing me, i was sharing a bed with jamie.",0,1,0,1,0
eng_train_track1_777,I was quite sad.,0,0,0,1,0
eng_train_track1_778,(I'm Native American) She said she only wanted a white american boy friend.,0,1,1,1,1
eng_train_track1_779,"Not a cop, but...",0,1,0,0,1
eng_train_track1_780,"Something banged against the window (2nd floor), despite there being nothing that could have done it (the tree was too far away).",0,1,0,0,1
eng_train_track1_781,I started smoking there.,0,0,0,0,0
eng_train_track1_782,Went to a party at a friends house.,1,0,0,0,0
eng_train_track1_783,My brain is like mush.,0,1,0,1,0
eng_train_track1_784,My eyes were glassed over.,0,1,0,1,0
eng_train_track1_785,But it's a very strange feeling.,0,1,0,0,1
eng_train_track1_786,"My knee was bound in an ace bandage and I could walk without limping, but still.",0,1,0,1,0
eng_train_track1_787,"After like two seconds of that, we start *flying* forward and *smash through the parking barrier*, stopping *right by* the edge of the street.",1,1,0,0,1
eng_train_track1_788,"My hands are usually cool, and I defend them, spouting `` Cold hands, warm heart! ''",1,0,0,0,0
eng_train_track1_789,You can move it.,0,0,0,0,0
eng_train_track1_790,I was less sad about missing my birthday though and more sad about missing her.,0,0,0,1,0
eng_train_track1_791,The treatment for my original complaint consisted of some chiropractic manipulation of my hip and pressure onto certain nerves ( which was painful but better afterwards ) and then a marvellous half an hour of lying still with aromatic herbs massaged into my lower back and an assortment of needles inserted at strategic points.,1,0,0,0,0
eng_train_track1_792,And I have my toe to thank.,1,0,0,0,0
eng_train_track1_793,"I land off-kilter and go crashing into the drum set and take a Hi-Hat to the center of my spine, severing my nerves and leaving me paralyzed.",0,1,1,1,1
eng_train_track1_794,"A couple of years later (two years ago), Grandma was stricken with a sudden, serious illness and was given a short time left to live.",0,1,0,1,0
eng_train_track1_795,Then things get weird.,0,1,0,0,1
eng_train_track1_796,My lungs were still taking in air as I breathed.,0,0,0,0,0
eng_train_track1_797,Well one time he actually fell asleep (foot still on gas pedal) and I was actually steering the truck for a few good miles.,0,1,0,0,1
eng_train_track1_798,"""Perhaps I'll alter the whole thing.",1,0,0,0,1
eng_train_track1_799,"the next thing i knew, i felt this huge impact on my head, and then a few more after that.",0,1,0,0,1
eng_train_track1_800,"There was an awkward, frozen moment as we all acknowledged each other and as my brain scrambled to make sense of this ""hallucination"".",0,1,0,0,1
eng_train_track1_801,I remember sitting on the curb putting it to my ear and listening to the music.,1,0,0,0,0
eng_train_track1_802,We were going to blow that record away.,1,0,0,0,0
eng_train_track1_803,A sharp stinging stripe across the backs of my legs.,0,1,0,1,0
eng_train_track1_804,There was apparently then some awkward laughter and apologies and my grandpa and his friends were dismissed.,0,1,1,1,1
eng_train_track1_805,I was still worrying about the whole messed up situation when I felt an arm drape across my shoulders.,1,1,0,0,0
eng_train_track1_806,At least I have a single room now!,1,0,0,0,0
eng_train_track1_807,An OBE is an Out of Body Experience.,0,0,0,0,1
eng_train_track1_808,"When I was raised, my parents had a strict religious work ethic.",0,0,0,1,0
eng_train_track1_809,"14 years later, we're still best friends.",1,0,0,0,0
eng_train_track1_810,"She closed her eyes for a moment, the air stinging them.",0,1,0,0,0
eng_train_track1_811,I still can't figure it out.,0,1,0,1,1
eng_train_track1_812,and that got my head bobbing a little bit.,1,0,0,0,0
eng_train_track1_813,We were powerless against what happened that night.,0,1,0,1,1
eng_train_track1_814,I think it gets me into less trouble to be able to type but still keep my eyes and face turned to my teacher.,0,1,0,0,0
eng_train_track1_815,"Tall, pale, skinny, great body.",1,0,0,0,0
eng_train_track1_816,I take her home.,0,0,0,0,0
eng_train_track1_817,Voice will occassionally change like in the movies.,0,0,0,0,1
eng_train_track1_818,My eyes welled up with tears and my voice cracked.,0,1,0,1,0
eng_train_track1_819,"Obviously there was no body, but what they did find was quite surprising.",0,0,0,0,1
eng_train_track1_820,Now when I have too much to do my brain just gets distracted by all the other jobs jostling for attention.,0,1,0,0,0
eng_train_track1_821,The whole store erupted into cheering and applause.,1,0,0,0,1
eng_train_track1_822,I was completely dumbstruck.,0,0,0,0,1
eng_train_track1_823,There was a red burn mark on my chin for a couple of weeks.,0,0,0,1,0
eng_train_track1_824,"I like how sometimes, my skin makes is so easy for me to be invisible.",1,0,0,0,0
eng_train_track1_825,"As the ocean roiled and seethed sturdy arms lifted my head, bidding me to simply breathe $ `` Breathe! ''",0,1,0,0,0
eng_train_track1_826,The storm gets worse.,0,1,0,0,0
eng_train_track1_827,"The spark leaped through his body into mine, and then out my hand to the cart.",0,1,0,0,1
eng_train_track1_828,We need to go to our house to get it.,0,0,0,0,0
eng_train_track1_829,`` I felt my eyelids swelling shut and the crack in my collarbone started to throb.,0,1,0,1,0
eng_train_track1_830,I fuckin tear up whenever I think about this.,0,1,0,1,0
eng_train_track1_831,"(btw she wasnt puffy, swelling, having a hard time breathing).",0,1,0,0,0
eng_train_track1_832,"So, I am from a science background and analyze everything skeptically.",0,0,0,0,0
eng_train_track1_833,"I feel bad for my employees too-they're all sad and call me almost everyday, and it really breaks my heart.",0,1,0,1,0
eng_train_track1_834,"I take a right turn, and without the danger of exaggeration and with all the truth I hold in my heart, sitting in front of me was the hospital.",0,1,0,0,0
eng_train_track1_835,A flame struck out at my thumb and body and I was taken back by great surprise.,0,1,0,0,1
eng_train_track1_836,He shook his head and chuckled to himself before leaning down and pressing his forehead to his best friend's.,1,0,0,0,0
eng_train_track1_837,The FUNNIEST Thing I've Seen In AGES Last Chance to See on TVO and ended up with tears streaming down my cheeks because I was laughing so hard.,1,0,0,0,0
eng_train_track1_838,"Too many calories, my brain just couldn't deal.",0,1,0,1,0
eng_train_track1_839,I try to slow down things.,0,1,0,0,0
eng_train_track1_840,This involved swimming a pretty large lake that was over my head.,0,1,0,0,0
eng_train_track1_841,The outer right side was throbbing in pain and shooting up to my ankle.,0,1,0,1,0
eng_train_track1_842,It became second nature to just put my toys up against eachother so they could protect me as I slept.,0,1,0,1,0
eng_train_track1_843,Then proceeded to duck and run past him into the female restroom.,0,1,0,0,1
eng_train_track1_844,We've been friends ever since then.,1,0,0,0,0
eng_train_track1_845,"I stretched out my arms for balance, and bounced more vigorously.",1,0,0,0,0
eng_train_track1_846,"I want to tell him, but I'm not ready to be lectured and have my head chewed off.",0,1,1,0,0
eng_train_track1_847,my mum had complained to my step dad about feeling uneasy.,0,1,0,1,0
eng_train_track1_848,This expert also was the ex-husband of the murdered woman.,0,1,0,1,1
eng_train_track1_849,My heart is too full for words.,1,0,0,0,0
eng_train_track1_850,My pencil is in my hand.,0,0,0,0,0
eng_train_track1_851,"a scar started to appear on my left palm, low, opposite my thumb.",0,1,0,0,0
eng_train_track1_852,But he intrigued me.,1,0,0,0,1
eng_train_track1_853,I tried to keep my hands washed and be very careful around the kids.,0,1,0,0,0
eng_train_track1_854,(He probably passed at least 15 people).,0,0,0,0,1
